complaint_id,complaint_text,category,sentiment,severity,channel,branch,status,resolution_note,created_date,resolution_days,is_duplicate,duplicate_of
CMP1795,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Urgent,High,Web Portal,Connaught Place Delhi,Open,,2024-11-30,,False,
CMP1796,Not able to add beneficiary in retail internet banking.,Internet Banking,Frustrated,Low,Email,Salt Lake Kolkata,Escalated,,2024-09-18,,False,
CMP1797,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Neutral,Low,Phone Call,Salt Lake Kolkata,Resolved,Your complaint has been forwarded to the technical team.,2024-08-07,5.0,True,CMP1234
CMP1798,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Urgent,Low,Branch Visit,Malviya Nagar Jaipur,Escalated,,2023-01-30,,False,
CMP1799,"U-Mobile app is very slow, transferring funds via UPI fails.",Mobile Banking App,Frustrated,Low,Social Media,Banjara Hills Hyderabad,Escalated,,2023-07-18,,False,
CMP1800,Staff at Navrangpura Ahmedabad were very rude when I went to update my passbook.,Customer Service,Frustrated,Critical,Phone Call,Navrangpura Ahmedabad,In Progress,,2023-07-18,,False,
CMP1801,Name mismatch issue in CKYC is not being resolved by the branch.,KYC / Documentation,Neutral,Low,Mobile App,MG Road Bangalore,Open,,2023-06-15,,False,
CMP1802,Need to update my signature but branch says system is down.,KYC / Documentation,Frustrated,High,Phone Call,Connaught Place Delhi,In Progress,,2024-08-25,,True,CMP1576
CMP1803,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Neutral,High,Phone Call,T Nagar Chennai,Open,,2024-04-13,,False,
CMP1804,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Urgent,High,Mobile App,Navrangpura Ahmedabad,Open,,2023-06-05,,False,
CMP1805,Bill payment done via NEFT is not reflecting in my credit card statement.,Credit Card,Frustrated,Critical,Branch Visit,Nariman Point Mumbai,Resolved,Your complaint has been forwarded to the technical team.,2024-06-01,8.0,False,
CMP1806,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Disappointed,Critical,Social Media,Connaught Place Delhi,Open,,2023-10-07,,False,
CMP1807,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Neutral,Low,Mobile App,Nariman Point Mumbai,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2024-02-09,12.0,False,
CMP1808,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Neutral,Medium,Social Media,Hazratganj Lucknow,In Progress,,2023-01-27,,False,
CMP1809,Debit card got stuck in the Union Bank ATM at Shivajinagar Pune.,ATM / Debit Card,Neutral,Low,Email,Shivajinagar Pune,Open,,2024-10-07,,False,
CMP1810,My minor account was not converted to major despite submitting PAN.,Account Opening,Neutral,Critical,Branch Visit,Connaught Place Delhi,Escalated,,2023-09-20,,False,
CMP1811,Union Home loan EMI deducted twice this month.,Loan Services,Neutral,Critical,Phone Call,T Nagar Chennai,Resolved,Please visit your base branch with original KYC documents.,2023-05-22,15.0,False,
CMP1812,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Frustrated,Critical,Social Media,Nariman Point Mumbai,Escalated,,2023-12-20,,False,
CMP1813,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Neutral,High,Email,Banjara Hills Hyderabad,In Progress,,2024-06-11,,False,
CMP1814,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Urgent,Low,Social Media,T Nagar Chennai,In Progress,,2024-06-08,,False,
CMP1815,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Frustrated,High,Email,MG Road Bangalore,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-12-27,10.0,False,
CMP1816,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Frustrated,Critical,Phone Call,Malviya Nagar Jaipur,Escalated,,2024-05-19,,False,
CMP1817,NEFT transfer to SBI is pending for over 24 hours.,Fund Transfer / NEFT / RTGS,Angry,Low,Mobile App,Malviya Nagar Jaipur,In Progress,,2023-06-18,,False,
CMP1818,Unable to complete video KYC for new Union Bank account.,Account Opening,Neutral,Low,Email,MG Road Bangalore,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2023-02-19,11.0,False,
CMP1819,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Urgent,High,Mobile App,Nariman Point Mumbai,Escalated,,2024-03-24,,False,
CMP1820,Credit card limit was reduced without any prior notice.,Credit Card,Frustrated,Low,Phone Call,Hazratganj Lucknow,Open,,2023-09-11,,False,
CMP1821,NEFT transfer to SBI is pending for over 24 hours.,Fund Transfer / NEFT / RTGS,Disappointed,Critical,Phone Call,Salt Lake Kolkata,In Progress,,2023-06-14,,False,
CMP1822,"Applied for Union Vehicle loan 2 weeks ago, no update from T Nagar Chennai.",Loan Services,Urgent,Critical,Phone Call,T Nagar Chennai,Escalated,,2023-12-12,,False,
CMP1823,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Angry,Low,Web Portal,Nariman Point Mumbai,Open,,2024-01-19,,False,
CMP1824,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Disappointed,Critical,Mobile App,Nariman Point Mumbai,In Progress,,2024-07-15,,False,
CMP1825,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Urgent,High,Social Media,Connaught Place Delhi,Open,,2023-11-14,,False,
CMP1826,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Disappointed,Low,Email,MG Road Bangalore,In Progress,,2024-01-27,,False,
CMP1827,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Angry,Medium,Phone Call,MG Road Bangalore,In Progress,,2024-04-06,,False,
CMP1828,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Disappointed,High,Phone Call,T Nagar Chennai,Open,,2023-02-28,,False,
CMP1829,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Disappointed,High,Mobile App,Banjara Hills Hyderabad,In Progress,,2023-08-21,,False,
CMP1830,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Angry,Medium,Email,Shivajinagar Pune,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-01-24,13.0,False,
CMP1831,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Disappointed,Medium,Social Media,MG Road Bangalore,Open,,2024-09-12,,False,
CMP1832,Interest rate on my home loan was not reduced despite repo rate cut.,Loan Services,Neutral,Low,Web Portal,Shivajinagar Pune,Escalated,,2024-06-11,,False,
CMP1833,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Disappointed,High,Email,Nariman Point Mumbai,Escalated,,2024-06-12,,False,
CMP1834,Branch manager at Navrangpura Ahmedabad is not releasing property documents after loan closure.,Loan Services,Angry,Low,Phone Call,Navrangpura Ahmedabad,In Progress,,2023-12-23,,False,
CMP1835,Staff at Banjara Hills Hyderabad were very rude when I went to update my passbook.,Customer Service,Disappointed,Critical,Email,Banjara Hills Hyderabad,Open,,2024-10-14,,False,
CMP1836,Need to update my signature but branch says system is down.,KYC / Documentation,Neutral,High,Branch Visit,Banjara Hills Hyderabad,Open,,2023-10-12,,False,
CMP1837,Cannot reset my MPIN on the Union Bank Vyom app.,Mobile Banking App,Urgent,High,Phone Call,Nariman Point Mumbai,In Progress,,2023-08-21,,False,
CMP1838,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Disappointed,High,Phone Call,Nariman Point Mumbai,In Progress,,2024-10-09,,False,
CMP1839,"U-Mobile app is very slow, transferring funds via UPI fails.",Mobile Banking App,Disappointed,Critical,Phone Call,Shivajinagar Pune,In Progress,,2023-09-08,,False,
CMP1840,My net banking password got locked and online reset is not working.,Internet Banking,Frustrated,High,Web Portal,Hazratganj Lucknow,Resolved,Your request is in progress and will be completed within 48 hours.,2024-11-25,5.0,False,
CMP1841,Session expires too fast on Union Bank internet banking.,Internet Banking,Angry,High,Social Media,MG Road Bangalore,Resolved,Your complaint has been forwarded to the technical team.,2024-11-26,2.0,False,
CMP1842,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Disappointed,Low,Web Portal,Shivajinagar Pune,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-08-26,15.0,False,
CMP1843,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Neutral,High,Email,MG Road Bangalore,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-10-28,7.0,False,
CMP1844,Charged an annual fee for my Union Bank lifetime free credit card.,Credit Card,Urgent,Critical,Branch Visit,T Nagar Chennai,Escalated,,2024-04-13,,False,
CMP1845,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Neutral,Medium,Web Portal,Nariman Point Mumbai,Escalated,,2023-01-11,,False,
CMP1846,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Frustrated,High,Phone Call,Malviya Nagar Jaipur,In Progress,,2023-02-25,,False,
CMP1847,Debit card got stuck in the Union Bank ATM at Malviya Nagar Jaipur.,ATM / Debit Card,Neutral,Low,Phone Call,Malviya Nagar Jaipur,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2023-12-21,15.0,False,
CMP1848,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Frustrated,Medium,Web Portal,Malviya Nagar Jaipur,In Progress,,2023-01-09,,False,
CMP1849,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Urgent,Low,Web Portal,Malviya Nagar Jaipur,Open,,2023-06-29,,False,
CMP1850,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Neutral,Medium,Branch Visit,Hazratganj Lucknow,In Progress,,2024-11-17,,False,
CMP1851,Branch manager at Nariman Point Mumbai is not releasing property documents after loan closure.,Loan Services,Neutral,Medium,Social Media,Nariman Point Mumbai,Open,,2024-10-17,,False,
CMP1852,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Neutral,Critical,Mobile App,Hazratganj Lucknow,In Progress,,2024-12-19,,False,
CMP1853,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Angry,Medium,Email,Nariman Point Mumbai,Open,,2024-08-20,,False,
CMP1854,"Applied for Union Vehicle loan 2 weeks ago, no update from MG Road Bangalore.",Loan Services,Urgent,Medium,Web Portal,MG Road Bangalore,Resolved,Your complaint has been forwarded to the technical team.,2023-08-29,2.0,False,
CMP1855,Submitted Aadhaar and PAN at Salt Lake Kolkata but KYC is still pending.,KYC / Documentation,Frustrated,Low,Mobile App,Salt Lake Kolkata,Escalated,,2024-01-14,,False,
CMP1856,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Angry,Low,Web Portal,Hazratganj Lucknow,Open,,2023-08-17,,False,
CMP1857,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Frustrated,Medium,Social Media,T Nagar Chennai,In Progress,,2023-09-09,,False,
CMP1858,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Urgent,High,Mobile App,Salt Lake Kolkata,Open,,2023-05-13,,False,
CMP1859,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Neutral,Medium,Web Portal,T Nagar Chennai,In Progress,,2024-01-01,,False,
CMP1860,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Disappointed,Low,Phone Call,Shivajinagar Pune,Resolved,Your request is in progress and will be completed within 48 hours.,2023-12-03,4.0,False,
CMP1861,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Urgent,High,Mobile App,MG Road Bangalore,Escalated,,2024-10-30,,False,
CMP1862,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Disappointed,Medium,Mobile App,Banjara Hills Hyderabad,In Progress,,2023-07-19,,False,
CMP1863,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Neutral,Critical,Phone Call,Navrangpura Ahmedabad,In Progress,,2024-03-29,,False,
CMP1864,Union Home loan EMI deducted twice this month.,Loan Services,Disappointed,High,Email,Hazratganj Lucknow,In Progress,,2024-02-18,,False,
CMP1865,Union Miles credit card reward points are not credited properly.,Credit Card,Urgent,Low,Social Media,Hazratganj Lucknow,In Progress,,2024-03-02,,False,
CMP1866,Waited for 2 hours at Nariman Point Mumbai just to submit a KYC form.,Customer Service,Angry,Low,Mobile App,Nariman Point Mumbai,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2024-10-13,9.0,False,
CMP1867,Need to update my signature but branch says system is down.,KYC / Documentation,Urgent,Medium,Branch Visit,T Nagar Chennai,In Progress,,2024-11-04,,False,
CMP1868,NEFT transfer to SBI is pending for over 24 hours.,Fund Transfer / NEFT / RTGS,Neutral,High,Mobile App,Connaught Place Delhi,Escalated,,2023-05-08,,False,
CMP1869,Waited for 2 hours at MG Road Bangalore just to submit a KYC form.,Customer Service,Neutral,Low,Web Portal,MG Road Bangalore,Resolved,Your complaint has been forwarded to the technical team.,2024-06-30,3.0,False,
CMP1870,Unable to complete video KYC for new Union Bank account.,Account Opening,Disappointed,Medium,Web Portal,Connaught Place Delhi,Resolved,Your complaint has been forwarded to the technical team.,2023-04-29,2.0,False,
CMP1871,Toll free customer care number is always busy.,Customer Service,Disappointed,High,Social Media,T Nagar Chennai,In Progress,,2024-04-04,,False,
CMP1872,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Disappointed,High,Mobile App,Malviya Nagar Jaipur,In Progress,,2024-05-31,,False,
CMP1873,Name mismatch issue in CKYC is not being resolved by the branch.,KYC / Documentation,Angry,High,Web Portal,Banjara Hills Hyderabad,Open,,2023-05-01,,False,
CMP1874,Submitted Aadhaar and PAN at Hazratganj Lucknow but KYC is still pending.,KYC / Documentation,Neutral,Critical,Branch Visit,Hazratganj Lucknow,In Progress,,2024-03-18,,False,
CMP1875,Staff at Malviya Nagar Jaipur were very rude when I went to update my passbook.,Customer Service,Neutral,Medium,Branch Visit,Malviya Nagar Jaipur,Escalated,,2023-03-10,,False,
CMP1876,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Angry,Low,Phone Call,Shivajinagar Pune,Open,,2023-12-13,,False,
CMP1877,Salary account opened at Hazratganj Lucknow but welcome kit not received.,Account Opening,Neutral,Medium,Web Portal,Hazratganj Lucknow,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-10-06,3.0,True,CMP1119
CMP1878,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Angry,Medium,Branch Visit,MG Road Bangalore,Escalated,,2024-03-01,,False,
CMP1879,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Frustrated,Critical,Web Portal,Banjara Hills Hyderabad,Escalated,,2024-07-07,,False,
CMP1880,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Disappointed,Critical,Web Portal,Navrangpura Ahmedabad,Open,,2023-05-16,,False,
CMP1881,Grievance redressal officer is not responding to my escalated complaint.,Customer Service,Neutral,High,Email,T Nagar Chennai,Open,,2024-08-06,,False,
